80000000.000	-19.726	39.614
80800000.000	-20.341	39.474
81608000.000	-20.576	39.574
82424080.000	-20.214	40.007
83248320.800	-19.599	40.188
84080804.000	-19.054	40.557
84921612.000	-18.871	40.912
85770828.200	-18.938	41.268
86628536.500	-19.038	41.899
87494821.800	-18.776	42.523
88369770.000	-18.034	43.518
89253467.700	-17.193	44.240
90146002.400	-16.610	45.095
91047462.400	-17.051	44.484
91957937.100	-17.280	45.006
92877516.400	-18.495	43.126
93806291.600	-18.093	43.479
94744354.500	-17.431	43.684
95691798.100	-16.997	43.941
96648716.000	-17.131	44.004
97615203.200	-17.823	43.910
98591355.200	-18.506	43.414
99577268.800	-17.278	45.299
100573041.500	-16.516	45.153
101578771.900	-16.643	44.070
102594559.600	-17.512	42.842
103620505.200	-18.876	41.913
104656710.200	-19.871	41.012
105703277.400	-19.733	40.400
106760310.100	-19.339	39.507
107827913.200	-19.398	38.840
108906192.400	-20.487	37.611
109995254.300	-22.007	36.772
111095206.800	-23.082	35.611
112206158.900	-22.757	35.312
113328220.500	-22.265	35.005
114461502.700	-22.561	34.233
115606117.700	-23.259	34.147
116762178.900	-24.487	33.862
117929800.700	-24.731	33.694
119109098.700	-24.090	33.886
120300189.700	-23.812	33.541
121503191.600	-24.312	33.021
122718223.500	-25.071	32.914
123945405.700	-25.671	32.744
125184859.800	-25.585	32.785
126436708.400	-24.807	33.180
127701075.500	-24.343	33.149
128978086.200	-24.699	33.127
130267867.100	-25.803	33.199
131570545.700	-25.523	33.689
132886251.200	-24.353	33.639
134215113.700	-24.211	33.572
135557264.900	-25.140	33.665
136912837.500	-25.859	33.377
138281965.900	-25.079	33.357
139664785.500	-24.647	33.212
141061433.400	-25.177	32.821
142472047.700	-25.567	32.692
143896768.200	-25.167	33.252
145335735.900	-24.567	33.631
146789093.200	-24.014	33.768
148256984.200	-23.589	33.957
149739554.000	-23.151	34.383
151236949.600	-22.734	34.758
152749319.100	-21.694	35.718
154276812.200	-20.474	36.648
155819580.400	-19.660	37.385
157377776.200	-19.642	37.681
158951553.900	-19.880	37.494
160541069.500	-20.112	37.442
162146480.200	-20.435	37.365
163767945.000	-20.867	37.341
165405624.400	-21.005	37.276
167059680.700	-21.112	37.302
168730277.500	-21.112	37.192
170417580.200	-21.086	36.763
172121756.000	-21.366	36.404
173842973.600	-21.227	36.681
175581403.300	-21.027	36.341
177337217.400	-21.521	35.693
179110589.500	-22.200	35.225
180901695.400	-22.089	34.498
182710712.400	-22.441	33.574
184537819.500	-23.193	33.170
186383197.700	-23.196	33.023
188247029.700	-23.216	33.013
190129500.000	-23.478	33.500
192030795.000	-23.420	33.966
193951102.900	-23.228	34.970
195890614.000	-23.369	35.188
197849520.100	-23.709	34.567
199828015.300	-23.933	34.449
201826295.500	-23.753	34.919
203844558.400	-23.521	35.284
205883004.000	-23.478	35.549
207941834.000	-23.852	35.251
210021252.400	-24.294	34.578
212121464.900	-24.595	34.396
214242679.600	-24.924	34.267
216385106.400	-24.908	34.400
218548957.400	-24.673	35.199
220734447.000	-24.355	36.045
222941791.500	-24.352	36.092
225171209.400	-24.098	36.189
227422921.500	-24.228	36.239
229697150.700	-23.867	36.281
231994122.200	-23.458	36.389
234314063.400	-23.871	35.902
236657204.000	-23.084	35.958
239023776.100	-23.422	35.362
241414013.800	-23.666	35.044
243828154.000	-23.197	35.582
246266435.500	-23.295	35.715
248729099.900	-23.060	35.775
251216390.900	-23.084	35.808
253728554.800	-23.189	35.508
256265840.300	-23.172	35.592
258828498.700	-22.846	35.403
261416783.700	-23.312	34.942
264030951.600	-23.114	34.967
266671261.100	-23.173	34.960
269337973.700	-23.440	35.066
272031353.400	-22.637	35.461
274751667.000	-24.027	35.241
277499183.600	-23.290	35.545
280274175.500	-24.106	34.724
283076917.200	-24.223	34.480
285907686.400	-23.725	35.206
288766763.300	-23.999	36.078
291654430.900	-23.802	36.672
294570975.200	-23.017	36.732
297516685.000	-23.621	36.943
300491851.800	-22.445	37.045
303496770.300	-23.717	36.061
306531738.000	-22.536	35.574
309597055.400	-23.975	35.136
312693026.000	-23.147	34.502
315819956.200	-24.180	34.145
318978155.800	-23.016	34.413
322167937.300	-23.699	34.577
325389616.700	-23.367	34.941
328643512.900	-23.438	35.480
331929948.000	-23.095	36.025
335249247.500	-22.629	36.497
338601740.000	-23.651	36.152
341987757.400	-22.727	36.562
345407634.900	-23.638	36.119
348861711.300	-22.765	36.315
352350328.400	-23.188	35.980
355873831.700	-22.956	35.794
359432570.000	-23.817	35.091
363026895.700	-23.967	34.931
366657164.700	-23.229	35.687
370323736.300	-23.415	35.275
374026973.700	-23.099	35.598
377767243.400	-23.171	35.453
381544915.800	-22.794	35.358
385360365.000	-23.257	35.272
389213968.600	-22.122	36.081
393106108.300	-22.109	37.417
397037169.400	-21.053	39.349
401007541.100	-20.718	39.860
405017616.500	-22.174	39.857
409067792.700	-20.981	39.872
413158470.600	-22.174	39.508
417290055.300	-21.943	39.039
421462955.900	-22.238	37.940
425677585.400	-22.864	36.877
429934361.300	-22.213	36.539
434233704.900	-22.539	35.977
438576041.900	-22.042	35.472
442961802.400	-21.879	35.547
447391420.400	-22.676	35.294
451865334.600	-21.880	35.355
456383987.900	-21.944	35.288
460947827.800	-23.907	34.991
