Frequency,"Vertical antenna, 270 Deg","Vertical antenna, 180 Deg","Vertical antenna, 90 Deg","Vertical antenna, 0 Deg","Horizontal antenna, 270 Deg","Horizontal antenna, 180 Deg","Horizontal antenna, 90 Deg","Horizontal antenna, 0 Deg",Baseline
579.4865625,-126.3598014,-126.8392325,-129.9123755,-126.0256797,-127.9896384,-127.1893607,-128.9527274,-126.0899192,-130.0602866
585.2814281,-126.7052069,-126.8735877,-130.2889319,-129.0523368,-126.9466239,-122.6201239,-130.8903342,-126.7249747,-129.5769187
591.1342424,-123.4906302,-125.6177664,-128.993209,-125.2312155,-128.7619773,-123.8329764,-129.9748069,-126.6140815,-126.2935172
597.0455849,-125.3594199,-127.4318686,-130.5785132,-127.2485648,-124.0240927,-126.4449149,-128.8336249,-123.7960501,-125.4957648
603.0160407,-123.7354575,-126.2362357,-130.4627829,-124.7927695,-127.735549,-126.2951346,-130.8954917,-123.2655402,-126.3097449
609.0462011,-126.9663306,-123.8975211,-129.0222998,-127.1156378,-127.1898947,-126.2232581,-128.6430121,-125.485961,-127.0252982
615.1366631,-125.7604972,-127.3734885,-125.5075675,-129.1217185,-123.532836,-128.5557624,-130.4330588,-126.2418967,-124.1742087
621.2880297,-127.4972068,-127.6276541,-128.528945,-121.3475028,-125.5256491,-130.5607444,-131.9971305,-124.8054267,-125.9191275
627.50091,-132.1024466,-127.0152655,-127.5943289,-125.5180197,-126.5561972,-125.5531455,-129.8645087,-123.0821982,-128.6901847
633.7759191,-128.4799643,-125.8143302,-128.6921683,-132.412139,-127.8618384,-130.0927726,-128.7547065,-130.4319144,-125.3263999
640.1136783,-128.9597617,-130.2539054,-130.6219855,-126.9586936,-126.4355765,-127.0654898,-126.4879218,-128.8530493,-130.1397467
646.5148151,-130.0675345,-127.837493,-128.7713385,-129.7953025,-126.3169699,-127.6340094,-128.5058585,-127.2356711,-129.198432
652.9799633,-126.8754264,-130.020568,-127.8150473,-127.5261451,-126.4257804,-127.2163459,-131.0177451,-126.618209,-128.6170722
659.5097629,-127.3196936,-132.0145255,-130.579711,-130.3906089,-126.4204703,-124.5978537,-127.5100394,-128.5476294,-130.7070761
666.1048605,-127.0432425,-126.1382743,-124.3320533,-126.8055258,-125.8549338,-123.3163062,-127.2285834,-124.2276068,-131.5555106
672.7659091,-127.3621054,-127.0224295,-129.8877784,-127.7098838,-127.0568991,-126.2232276,-131.5757132,-124.2060233,-127.9803305
679.4935682,-126.6599417,-127.5115348,-131.8950034,-131.5342551,-125.9390631,-128.6806861,-125.21379,-128.3339682,-125.4682685
686.2885039,-128.7204581,-126.7403861,-125.3764487,-129.0211936,-127.5332404,-125.5754538,-126.6036826,-126.3603354,-128.0356131
693.151389,-130.0391761,-129.1754981,-126.6135169,-125.9822226,-130.1364432,-130.3504477,-127.2033072,-126.7465354,-124.8264151
700.0829028,-126.7795172,-127.6413108,-125.984252,-126.7595282,-124.7684623,-125.6519156,-130.1266852,-130.242446,-130.1044837
707.0837319,-125.3058768,-130.1574774,-124.376174,-126.8960868,-125.4605094,-124.7402716,-133.4540854,-129.7969962,-126.1958762
714.1545692,-128.3167639,-129.3560324,-125.0518103,-126.8607169,-127.1537085,-131.7334281,-127.7328788,-126.0772391,-126.7837668
721.2961149,-127.590232,-125.3860312,-127.5993109,-130.843505,-128.3689643,-126.7348471,-131.7022238,-126.0811759,-128.4321738
728.509076,-130.101554,-127.5665045,-126.356948,-130.5621482,-128.4663993,-126.4784995,-131.0258933,-129.2310019,-131.4098654
735.7941668,-127.0408393,-127.9802466,-124.709426,-131.9679557,-128.319831,-125.5147696,-127.2186728,-122.4139548,-127.891738
743.1521085,-124.6153022,-127.444625,-124.2783042,-129.5499716,-125.6519461,-126.3299704,-127.8801413,-129.4444266,-126.9583274
750.5836295,-129.0799094,-126.2540961,-129.682891,-132.7401419,-129.1995078,-127.5914908,-130.9366751,-125.754737,-129.2978507
758.0894658,-127.5344153,-127.9742041,-125.2489157,-126.6479865,-126.9179831,-126.6406546,-129.6795188,-124.4100028,-128.5391227
765.6703605,-128.1949454,-125.011489,-128.1771613,-126.218627,-123.2418433,-127.8325644,-125.7496329,-126.5153037,-127.1140738
773.3270641,-126.115531,-130.8826285,-125.0933371,-124.2918921,-124.6360312,-128.656005,-129.579711,-125.1702414,-130.8503562
781.0603347,-130.1932288,-125.1700583,-127.939498,-127.1344443,-128.7590323,-129.5899039,-129.0667029,-123.7265464,-129.440055
788.8709381,-125.7700949,-126.1605445,-129.6871024,-128.3297263,-129.1975547,-127.9119101,-130.7435981,-123.0513602,-129.3217993
796.7596475,-125.2525626,-123.6758033,-126.0823432,-130.3273841,-128.7662116,-125.9893409,-129.3429328,-128.1042777,-130.8839408
804.7272439,-128.7972022,-125.4875632,-131.4784232,-125.7505561,-127.0399619,-127.8461142,-128.4669638,-127.9171057,-126.523223
812.7745164,-125.2769843,-127.7358313,-129.0431205,-126.2192374,-125.7755805,-132.9069358,-126.3202658,-126.9422141,-130.0658408
820.9022616,-126.8623954,-129.1311026,-131.3395072,-133.7258139,-129.5124884,-127.3955527,-128.0581656,-128.0236502,-129.7900153
829.1112842,-126.5437308,-130.4506751,-124.8640815,-131.3558036,-127.7011176,-130.0875922,-128.6933127,-125.2957984,-124.3753196
837.402397,-126.047988,-128.3003302,-129.8442069,-128.7478171,-124.3290091,-125.5214987,-125.5171195,-128.1866141,-126.4194175
845.776421,-124.7477484,-129.512847,-125.5689002,-128.1042777,-125.4287253,-127.7723304,-127.0862113,-124.2904807,-130.9810477
854.2341852,-128.314292,-125.4214469,-128.0147238,-126.7228003,-125.7676078,-125.4925528,-130.5132819,-125.8541175,-127.6238089
862.776527,-122.7383872,-129.8560324,-131.5232993,-126.3876181,-122.7708808,-127.3607474,-126.5187674,-127.924285,-125.035308
871.4042923,-124.0906287,-129.2175437,-130.7495719,-129.9917746,-127.4135733,-124.6248694,-128.7225333,-125.5366584,-127.228469
880.1183352,-124.8974601,-127.4472647,-131.9660788,-128.6535712,-128.2738791,-125.1003867,-127.9723044,-127.3206778,-127.8980017
888.9195186,-127.1707297,-124.6219245,-127.9961005,-127.5633689,-128.7583457,-125.4842826,-126.3901892,-125.2220984,-127.0263434
897.8087138,-126.0872946,-123.5542136,-130.4343177,-132.3204947,-123.8607474,-127.0403281,-128.8022223,-126.0875312,-129.7781974
906.7868009,-126.1149588,-126.0292426,-130.7261496,-128.1857825,-127.7526999,-127.8067008,-124.377265,-129.9992896,-130.300376
915.8546689,-127.0660392,-127.8222647,-126.2338858,-131.6760398,-128.7896872,-122.0355979,-131.2276755,-127.0209342,-130.4240866
925.0132156,-125.6869498,-126.639495,-129.0019522,-132.8032523,-125.7937232,-128.5372687,-130.8901969,-128.4059973,-131.3613578
934.2633478,-123.3898993,-125.5605384,-125.0362693,-132.0299216,-126.3339377,-129.3006888,-129.9457236,-127.541236,-131.8177787
943.6059812,-128.7201071,-124.2041312,-129.2836447,-128.4778891,-129.3182746,-128.0154486,-128.2746421,-128.720687,-127.3445273
953.0420411,-125.7468405,-125.297103,-130.504531,-128.4474021,-127.0934439,-128.1247092,-127.1105338,-125.7853842,-130.0760337
962.5724615,-128.609809,-126.2121115,-129.9211875,-130.5882407,-128.8847647,-124.4869834,-128.8507834,-130.0091925,-127.8226081
972.1981861,-129.6376563,-128.2001868,-127.605033,-127.3906012,-125.2230902,-127.0997763,-129.9454261,-128.2439032,-127.4028846
981.9201679,-127.6011344,-125.2042914,-129.3441458,-130.3866263,-127.0395041,-124.4280997,-131.0972739,-126.0112067,-132.4686728
991.7393696,-126.3519736,-123.2575522,-132.6475974,-127.6886588,-126.7530127,-124.7208243,-130.1515189,-125.7949134,-128.1451255
1000,-127.8138266,-125.4840079,-129.0453482,-124.8546286,-130.3541175,-125.4387961,-133.7128745,-125.4066535,-131.8501883
1000,-130.3138571,-130.6812735,-132.3580161,-128.7830878,-132.5431967,-133.2607108,-131.1747733,-130.8322211,-132.6661216
1010,-133.2485343,-132.9877768,-128.8931113,-132.9814444,-133.6623374,-133.3512717,-129.4032889,-129.3009253,-133.5654288
1020.1,-131.249755,-131.5329886,-132.3488456,-129.0511313,-131.9900046,-131.5300132,-131.9639426,-130.2836753,-133.3122855
1030.301,-132.3122855,-133.9379874,-131.450347,-133.3145438,-130.8082343,-131.9239341,-132.351409,-131.5374594,-131.3009787
1040.60401,-130.3958503,-131.1271659,-133.6740866,-132.4617301,-130.6276694,-130.1594153,-131.5284568,-132.4004508,-132.9332267
1051.01005,-129.0736457,-129.6198569,-131.7433005,-133.7247916,-131.8414145,-131.3679648,-132.787963,-127.3041526,-132.6787558
1061.520151,-128.5573416,-130.3670035,-129.8302298,-133.3397971,-132.2643729,-132.4924613,-133.7149039,-131.4244376,-132.374343
1072.135352,-132.4981681,-131.2135154,-133.7911521,-129.8662101,-132.5352011,-134.08142,-129.2519446,-134.0755759,-131.0923148
1082.856706,-130.8571463,-131.2520743,-132.0264121,-130.5806342,-131.0146323,-129.7681494,-131.9909659,-132.4859458,-128.5770102
1093.685273,-133.2936393,-133.171157,-134.0036307,-131.2512503,-131.1233969,-133.5664817,-132.1997367,-131.7428885,-128.6650992
1104.622125,-132.1666556,-128.3266135,-131.692916,-133.0166465,-132.5265647,-133.0639334,-128.7823783,-133.4148093,-132.0807334
1115.668347,-131.6717978,-131.0000296,-131.4168845,-128.3788291,-132.7856742,-132.2230826,-133.4224997,-131.7967215,-131.0340262
1126.82503,-130.2150412,-131.3873893,-130.5111304,-133.5075675,-132.3689109,-131.3067008,-132.5689536,-131.4457236,-132.7809745
1138.09328,-129.2865897,-131.4921103,-131.4312735,-130.9411917,-132.2156516,-132.0899802,-132.026702,-130.4043418,-131.9644767
1149.474213,-130.6260291,-131.4726554,-131.3496085,-131.4824973,-131.5382834,-131.0443717,-131.3174735,-131.9559317,-131.2453299
1160.968955,-131.8108969,-133.530654,-129.8226996,-132.2550956,-128.243003,-130.6438208,-133.0323325,-133.2370597,-131.6722861
1172.578645,-131.8392173,-130.4706107,-129.4051886,-132.05931,-132.8808737,-131.3307029,-132.5766898,-132.4405204,-132.6513053
1184.304431,-130.7574912,-132.6889792,-131.9212638,-132.4618827,-131.1277152,-132.5280295,-132.3460227,-133.2059012,-131.720687
1196.147476,-131.8397208,-133.3719931,-132.4464408,-131.2085715,-130.5618659,-129.3917533,-132.1744376,-132.0934745,-130.0240012
1208.10895,-132.5284415,-132.0446311,-127.6914969,-131.8645316,-133.5829001,-131.7825003,-129.5242606,-132.6711112,-131.9034262
1220.19004,-132.051818,-131.1746054,-132.2868186,-131.4417411,-130.3728247,-132.462966,-131.4994193,-131.0242758,-130.9184867
1232.39194,-133.8250876,-132.6322623,-132.9466696,-130.2079001,-133.5707236,-132.0791617,-130.4124747,-128.730445,-131.8905631
1244.71586,-131.5356131,-132.8089743,-133.5254508,-133.4436331,-133.8091422,-133.3006125,-130.3350669,-130.3724662,-130.4291144
1257.163018,-133.3119193,-133.3788596,-132.8445883,-131.2858115,-132.5424948,-130.9782553,-131.8363486,-133.0520621,-131.7922965
1269.734649,-132.6678458,-130.2480918,-131.1095877,-130.7484503,-133.5114127,-132.1528922,-133.6610251,-131.179061,-129.8282004
1282.431995,-128.2966376,-130.4365302,-133.5303183,-131.5379325,-130.1976004,-132.7972708,-133.4817038,-132.3005515,-130.0368262
1295.256315,-129.2810889,-131.6086722,-133.506774,-131.0303641,-133.097808,-131.8868552,-132.6812583,-132.2027274,-133.4699393
1308.208878,-131.9037467,-131.2336417,-132.613494,-128.2846213,-131.9253073,-131.8954154,-132.5403128,-131.6692649,-133.269271
1321.290967,-132.218917,-129.8911048,-131.9120475,-133.1874686,-131.6520377,-133.362136,-131.6042472,-131.6380759,-132.3880759
1334.503877,-132.2053672,-131.4379416,-132.347396,-130.9118338,-133.4774771,-132.4016715,-132.1342002,-133.5809928,-132.7247458
1347.848915,-132.2176657,-132.7834159,-129.9137717,-130.7977668,-133.5259391,-130.3531638,-132.2013236,-128.7859793,-133.7281943
1361.327404,-130.8666831,-131.9716483,-131.7008506,-133.1688987,-132.5029288,-132.5203849,-131.7900992,-131.3209372,-133.1080161
1374.940679,-129.9124137,-130.6709891,-131.8210898,-133.0373526,-133.2696524,-132.2579337,-131.7610465,-133.486785,-129.7158881
1388.690085,-133.306182,-132.9053794,-129.8835364,-133.1187278,-133.1130057,-129.2647315,-131.8666831,-130.9175864,-131.3286887
1402.576986,-130.3151694,-131.8563834,-133.199401,-130.1221076,-133.715026,-132.1051474,-133.0890799,-133.4688864,-131.977172
1416.602756,-132.6763297,-131.5938254,-131.2781516,-129.4275656,-129.3133689,-133.7486411,-130.8973227,-133.5176688,-129.4672538
1430.768784,-131.7039328,-133.0165244,-127.3815985,-132.9254142,-132.742446,-133.8943473,-131.6172782,-130.5532828,-130.9661704
1445.076471,-130.1036597,-129.7982169,-132.5624381,-131.3174277,-131.060546,-134.0633689,-132.9781943,-131.7840873,-133.9376517
1459.527236,-131.6495352,-134.0040427,-132.7950736,-131.7809287,-131.4961692,-128.4407874,-129.0004721,-131.7717124,-133.3202964
1474.122509,-130.6852484,-134.0111838,-132.89392,-132.57405,-133.4201956,-133.6388083,-130.9584342,-132.1309043,-132.3801261
1488.863734,-132.5817862,-132.3138266,-133.0603324,-132.2551413,-128.6521903,-134.1923819,-131.4055167,-130.3266974,-132.2837363
1503.752371,-132.4563285,-133.6187888,-128.547576,-130.113555,-133.6102439,-132.5541678,-131.6576377,-132.986724,-131.8359671
1518.789895,-132.6572104,-130.9497977,-131.0344229,-131.4753257,-129.8719931,-130.8481742,-131.9263602,-131.532424,-130.858367
1533.977794,-130.9835959,-129.2164679,-133.0482779,-131.699523,-130.6523429,-131.3805838,-133.2366324,-129.5607444,-132.9481803
1549.317572,-132.1410514,-127.3616095,-130.7051612,-133.1761161,-132.4836112,-132.7379142,-128.2677222,-131.7297202,-133.9133597
1564.810747,-129.0133734,-127.7988196,-128.4911643,-133.1223593,-129.1920539,-133.087844,-129.7485877,-131.0040274,-133.5267935
1580.458855,-131.7210379,-132.0297538,-132.2124015,-129.3377448,-129.0291205,-131.2068473,-131.6661521,-130.835044,-132.2740164
1596.263443,-132.666091,-130.2070914,-132.6755515,-132.6630088,-131.8041983,-130.5964957,-131.3827506,-134.1906272,-128.4494315
1612.226078,-132.9265891,-130.6013633,-133.2624808,-130.0011969,-133.8183127,-131.6813193,-133.150756,-133.5608512,-130.212844
1628.348338,-130.6564475,-131.456481,-131.7654563,-128.658805,-133.5214225,-130.1762915,-131.8680564,-129.8290549,-132.1869498
1644.631822,-129.9634314,-130.3361655,-132.2585746,-134.1482383,-133.5176841,-131.3621512,-132.2856284,-131.1054373,-131.8288108
1661.07814,-130.1877738,-133.9427481,-132.1393882,-130.3236151,-131.4848929,-133.6394644,-128.701438,-132.4590903,-129.5967627
1677.688921,-133.2767783,-129.1460944,-131.5979911,-132.5198203,-132.7902213,-130.8424979,-132.8841544,-134.0543814,-133.5877677
1694.465811,-130.3400489,-133.1072379,-131.5044242,-133.0926047,-132.0540763,-133.0529624,-131.0195151,-131.0021811,-130.5377036
1711.410469,-130.5188895,-131.7827597,-130.1232215,-133.74327,-130.438613,-127.7807151,-131.9988089,-131.2840567,-133.0316001
1728.524573,-131.5641318,-131.1825248,-133.196395,-131.9699698,-130.0410605,-133.5501395,-131.8529196,-131.4635764,-133.4962302
1745.809819,-133.48973,-129.9021292,-133.0506125,-131.390792,-132.9968558,-129.4284583,-129.6155921,-131.8575125,-131.5585166
1763.267917,-132.6024924,-132.7900382,-133.5523215,-130.4380789,-133.2704154,-128.7288657,-130.7191458,-132.1141043,-130.6366034
1780.900597,-129.9738684,-132.773223,-132.5423728,-131.8238822,-128.2954703,-132.0407706,-132.3397818,-132.1596823,-131.8837271
1798.709603,-132.6810294,-133.1272422,-132.7632437,-133.4691916,-132.0857077,-129.8705741,-132.5828849,-132.6097403,-129.8341132
1816.696699,-131.9831839,-132.6400748,-131.9122763,-131.4780265,-133.2491904,-131.4735251,-132.4494467,-133.3119498,-133.3865042
1834.863666,-131.0970755,-132.1632224,-128.4412909,-133.3061515,-133.0342398,-129.7845832,-130.0457831,-131.5967093,-131.3863974
1853.212302,-133.2885123,-132.9624778,-131.0280448,-133.221221,-131.5476218,-131.916854,-129.1257163,-129.8208457,-133.5148001
1871.744425,-132.1150046,-131.737609,-132.3785544,-132.8108206,-133.699935,-131.4129325,-128.750701,-132.7268668,-130.0073386
1890.461869,-131.3425742,-133.1307059,-130.7693625,-129.7097846,-130.7890921,-129.4886084,-131.6874228,-132.1794425,-129.7868033
1909.366488,-132.641799,-133.1755973,-133.4454489,-130.9038077,-132.8138266,-128.8574057,-129.6914817,-128.5139762,-134.4553061
1928.460153,-129.8335334,-131.2422934,-131.9647513,-131.7393332,-129.6684027,-131.1472007,-131.2053977,-129.5666571,-133.3033286
1947.744755,-132.2784415,-132.9952994,-129.6875754,-131.6658316,-131.9237967,-133.1575919,-131.8424216,-130.6052848,-132.2091056
1967.222202,-129.4205771,-131.3129874,-130.6834555,-133.3801566,-130.9890738,-132.7170096,-132.5147544,-130.1722708,-131.6767417
1986.894424,-130.4553977,-133.417266,-132.6619864,-132.6213065,-133.4561454,-132.8812094,-131.8588858,-132.0541678,-132.5927573
2000,-131.023162,-131.7319785,-131.6385794,-132.237197,-132.2160636,-132.9319907,-131.5424643,-133.5815116,-133.5575248
2000,-132.4266501,-132.8008567,-132.7520743,-132.4815665,-130.1377478,-133.4081412,-130.7223273,-131.8067923,-129.955268
2020,-131.3780204,-130.3676291,-131.215026,-130.6385184,-131.9357138,-130.8474036,-133.6177054,-131.2518607,-132.891799
2040.2,-132.9583274,-131.22499,-132.5467978,-132.3610984,-133.5926047,-130.9736777,-133.0354148,-130.6847449,-128.7664099
2060.602,-130.4291983,-131.7582541,-131.5902243,-131.4245902,-129.9814597,-130.7257453,-131.1909323,-133.0322257,-131.2943869
2081.20802,-132.5661765,-132.132598,-131.9358817,-131.2680045,-132.1181021,-130.1471244,-132.0299369,-132.7192527,-133.0719901
2102.0201,-131.5625296,-132.0149985,-132.6901389,-132.3406516,-131.6855002,-129.6611014,-131.0523368,-130.3188315,-130.1801139
2123.040301,-130.0305243,-132.7413321,-129.3885794,-132.863967,-132.7944785,-128.7965537,-132.3299552,-132.6242362,-130.9048148
2144.270704,-130.8192511,-130.3466941,-132.1731864,-131.8252402,-133.0328055,-130.8059684,-133.485961,-130.6837607,-131.604415
2165.713411,-132.6618338,-133.9894706,-132.4667197,-131.0001212,-130.0743476,-130.174285,-130.68711,-132.4543753,-130.1442099
2187.370545,-133.5225974,-128.7405997,-131.3491355,-131.3478385,-130.6631461,-129.9871436,-130.5879355,-129.1071463,-132.4235068
2209.244251,-132.5118094,-132.1561576,-130.2383567,-130.141799,-129.1343375,-132.1051627,-130.8617697,-131.8289481,-132.4360038
2231.336693,-130.7459403,-131.7261039,-131.3566275,-132.5169211,-132.3847342,-129.5736991,-133.7220908,-133.1580191,-131.1720877
2253.65006,-129.5685263,-132.2262564,-130.9818717,-132.0444327,-132.3852072,-128.8460303,-132.6132804,-134.0497885,-130.7027503
2276.186561,-132.175933,-133.9440909,-128.1506339,-131.7692252,-130.8160468,-130.2464591,-131.3252097,-130.048339,-132.9850455
2298.948426,-131.21556,-130.9241782,-131.9613639,-133.8797904,-130.7899924,-132.0007163,-132.7967215,-133.7083426,-128.7565604
2321.937911,-131.511489,-130.2176505,-133.5243369,-131.5220023,-131.337554,-131.6114798,-133.7346488,-132.9641257,-131.6081839
2345.15729,-130.4892493,-128.6649619,-131.9173575,-128.2699881,-130.0496817,-130.9839774,-131.2355033,-130.7629462,-131.2087546
2368.608863,-132.7034903,-131.9076529,-128.6557074,-131.5249778,-129.513938,-133.1974478,-132.1302787,-132.4642325,-132.8106833
2392.294951,-132.9217063,-133.5400992,-133.3817282,-131.6498709,-132.9570609,-131.9564658,-132.8439933,-128.3581839,-131.2313529
2416.217901,-130.823516,-133.0437461,-132.393508,-131.1202384,-129.0327979,-130.5402899,-133.5125113,-132.2351676,-131.3838645
2440.38008,-129.6613303,-131.9833823,-132.2186728,-131.0026084,-130.9879752,-133.1722403,-132.3817282,-132.5656119,-131.235076
2464.783881,-131.4500418,-132.7060233,-133.5114737,-130.8843833,-129.7073661,-132.4100791,-132.089263,-130.9092246,-129.8583289
2489.43172,-132.1557608,-129.1590644,-131.3850699,-133.0497885,-130.7092734,-133.1458731,-128.9773169,-132.411605,-130.3896323
2514.326037,-132.7958518,-134.0981894,-131.8714286,-127.8394309,-129.0237799,-132.3168326,-131.6694022,-132.4585562,-131.9630728
2539.469297,-132.2001639,-132.6780234,-133.2322074,-129.2630606,-132.0255118,-133.2824546,-131.7968894,-131.5272055,-131.5036917
2564.86399,-129.5805884,-131.894271,-131.0812064,-131.3900901,-131.124343,-130.8042746,-130.3023825,-130.4951087,-132.1501914
2590.51263,-129.1278983,-131.9334403,-131.4502707,-132.3449698,-132.3815299,-133.5029898,-133.0678702,-133.3176871,-129.7750235
2616.417756,-132.4095603,-131.3435202,-132.1513205,-132.2004538,-131.8473349,-131.588851,-128.9962302,-131.1439353,-131.8080741
2642.581934,-132.6474143,-130.3668204,-132.3753958,-130.3782798,-131.8704062,-130.8902732,-131.7024832,-129.310279,-128.1979132
2669.007753,-132.3698722,-132.5355979,-131.5375815,-128.830062,-130.4728308,-132.87387,-131.6794272,-128.8702002,-131.4679557
2695.697831,-131.9245749,-133.21939,-132.2146598,-133.6469565,-131.2220298,-132.5660239,-132.0714713,-132.0148612,-130.7548209
2700,-132.9677115,-133.4826499,-132.6155997,-131.5414878,-131.157424,-130.2828513,-131.5462332,-129.0029288,-131.1403342
